n_type,column,prev,prev2,status,keisen_count,total_samples,match_count,match_rate,keisen_predictions,actual_top_n
n3,百の位,0,0,MATCH,3,41,3,1.0,"5,9,3","5,9,3"
n3,百の位,1,0,MATCH,3,53,3,1.0,"3,9,5","3,9,5"
n3,百の位,2,0,PARTIAL_MATCH,5,54,4,0.8,"5,4,3,8,9","5,4,3,9,0"
n3,百の位,3,0,MATCH,3,52,3,1.0,"7,8,6","7,8,6"
n3,百の位,4,0,MATCH,4,55,4,1.0,"0,7,1,4","0,7,1,4"
n3,百の位,5,0,MATCH,3,48,3,1.0,"4,5,9","4,5,9"
n3,百の位,6,0,MATCH,3,52,3,1.0,"7,4,2","7,4,2"
n3,百の位,7,0,MATCH,5,41,5,1.0,"6,1,2,3,7","6,1,2,3,7"
n3,百の位,8,0,MATCH,3,45,3,1.0,"5,2,9","2,5,9"
n3,百の位,9,0,MATCH,3,54,3,1.0,"7,1,4","7,1,4"
n3,百の位,0,1,MATCH,4,55,4,1.0,"4,2,6,8","4,2,6,8"
n3,百の位,1,1,MATCH,4,51,4,1.0,"3,8,2,4","3,8,2,4"
n3,百の位,2,1,MATCH,6,50,6,1.0,"2,5,0,1,3,9","2,5,0,1,3,9"
n3,百の位,3,1,PARTIAL_MATCH,4,62,3,0.75,"0,6,3,8","0,6,3,2"
n3,百の位,4,1,MATCH,3,49,3,1.0,"0,7,9","0,7,9"
n3,百の位,5,1,MATCH,4,48,4,1.0,"4,0,3,8","4,0,3,8"
n3,百の位,6,1,MATCH,3,37,3,1.0,"7,8,9","7,8,9"
n3,百の位,7,1,MATCH,5,47,5,1.0,"6,1,0,5,8","6,1,0,5,8"
n3,百の位,8,1,MATCH,3,53,3,1.0,"7,5,0","7,5,0"
n3,百の位,9,1,MATCH,4,45,4,1.0,"2,0,6,8","2,0,6,8"
n3,百の位,0,2,MATCH,4,49,4,1.0,"2,1,5,6","2,1,5,6"
n3,百の位,1,2,MATCH,5,45,5,1.0,"3,0,1,8,9","3,0,1,8,9"
n3,百の位,2,2,MATCH,3,46,3,1.0,"0,4,3","0,4,3"
n3,百の位,3,2,MATCH,3,63,3,1.0,"8,2,6","8,2,6"
n3,百の位,4,2,MATCH,5,46,5,1.0,"5,8,0,1,9","5,8,0,1,9"
n3,百の位,5,2,MATCH,3,44,3,1.0,"7,0,1","7,0,1"
n3,百の位,6,2,MATCH,3,48,3,1.0,"9,7,1","9,7,1"
n3,百の位,7,2,MATCH,3,45,3,1.0,"4,9,8","4,9,8"
n3,百の位,8,2,MATCH,3,51,3,1.0,"0,1,9","1,0,9"
n3,百の位,9,2,MATCH,3,55,3,1.0,"4,6,8","4,6,8"
n3,百の位,0,3,MATCH,6,53,6,1.0,"4,7,1,2,3,6","4,7,1,2,3,6"
n3,百の位,1,3,MATCH,4,45,4,1.0,"3,4,0,2","3,4,0,2"
n3,百の位,2,3,MATCH,3,47,3,1.0,"7,9,1","7,9,1"
n3,百の位,3,3,MATCH,3,51,3,1.0,"6,3,7","6,3,7"
n3,百の位,4,3,MATCH,3,39,3,1.0,"8,5,6","8,5,6"
n3,百の位,5,3,MATCH,3,42,3,1.0,"4,6,9","4,6,9"
n3,百の位,6,3,MATCH,4,77,4,1.0,"8,0,3,7","8,0,3,7"
n3,百の位,7,3,MATCH,3,52,3,1.0,"4,0,2","4,0,2"
n3,百の位,8,3,PARTIAL_MATCH,3,55,2,0.6666666666666666,"9,5,6","9,4,5"
n3,百の位,9,3,MATCH,3,51,3,1.0,"1,7,8","1,7,8"
n3,百の位,0,4,MATCH,4,47,4,1.0,"2,3,8,9","2,3,8,9"
n3,百の位,1,4,MATCH,4,50,4,1.0,"2,1,3,4","2,1,3,4"
n3,百の位,2,4,PARTIAL_MATCH,3,42,1,0.3333333333333333,"8,6,7","8,3,4"
n3,百の位,3,4,PARTIAL_MATCH,3,48,2,0.6666666666666666,"6,7,9","6,7,8"
n3,百の位,4,4,MATCH,3,54,3,1.0,"9,5,7","9,5,7"
n3,百の位,5,4,MATCH,3,55,3,1.0,"3,5,8","3,5,8"
n3,百の位,6,4,MATCH,3,46,3,1.0,"2,4,7","2,4,7"
n3,百の位,7,4,MATCH,3,53,3,1.0,"8,9,0","8,9,0"
n3,百の位,8,4,MATCH,4,47,4,1.0,"5,2,0,4","5,2,0,4"
n3,百の位,9,4,MATCH,3,57,3,1.0,"4,9,7","4,9,7"
n3,百の位,0,5,MATCH,4,46,4,1.0,"1,5,8,9","1,5,8,9"
n3,百の位,1,5,MATCH,3,40,3,1.0,"5,7,8","5,7,8"
n3,百の位,2,5,MATCH,4,45,4,1.0,"3,9,4,6","3,9,4,6"
n3,百の位,3,5,MATCH,4,45,4,1.0,"1,2,4,6","1,2,4,6"
n3,百の位,4,5,MATCH,4,50,4,1.0,"3,1,2,9","3,1,2,9"
n3,百の位,5,5,MATCH,5,44,5,1.0,"1,3,4,8,9","1,3,4,8,9"
n3,百の位,6,5,MATCH,3,38,3,1.0,"2,7,8","2,7,8"
n3,百の位,7,5,MATCH,5,42,5,1.0,"1,3,4,5,6","1,3,4,5,6"
n3,百の位,8,5,MATCH,5,50,5,1.0,"6,8,3,5,9","6,8,3,5,9"
n3,百の位,9,5,MATCH,7,51,7,1.0,"8,6,1,3,4,7,9","8,6,1,3,4,7,9"
n3,百の位,0,6,MATCH,4,56,4,1.0,"2,1,0,5","2,1,0,5"
n3,百の位,1,6,MATCH,3,52,3,1.0,"2,5,0","2,5,0"
n3,百の位,2,6,MATCH,3,56,3,1.0,"5,9,4","4,5,9"
n3,百の位,3,6,MATCH,3,55,3,1.0,"3,6,9","3,6,9"
n3,百の位,4,6,MATCH,4,48,4,1.0,"1,7,2,6","1,7,2,6"
n3,百の位,5,6,MATCH,3,40,3,1.0,"4,6,9","4,6,9"
n3,百の位,6,6,MATCH,3,56,3,1.0,"6,0,1","6,0,1"
n3,百の位,7,6,MATCH,4,70,4,1.0,"0,1,6,7","0,1,6,7"
n3,百の位,8,6,MATCH,4,53,4,1.0,"9,6,0,7","9,6,0,7"
n3,百の位,9,6,MATCH,3,46,3,1.0,"3,8,1","3,8,1"
n3,百の位,0,7,MATCH,3,54,3,1.0,"9,3,7","9,3,7"
n3,百の位,1,7,MATCH,3,55,3,1.0,"7,1,0","7,0,1"
n3,百の位,2,7,MATCH,5,49,5,1.0,"1,3,0,6,7","1,3,0,6,7"
n3,百の位,3,7,MATCH,4,48,4,1.0,"0,3,5,6","0,3,5,6"
n3,百の位,4,7,PARTIAL_MATCH,6,49,5,0.8333333333333334,"5,0,6,7,8,9","5,0,1,6,7,8"
n3,百の位,5,7,MATCH,3,40,3,1.0,"2,5,8","2,5,8"
n3,百の位,6,7,MATCH,3,60,3,1.0,"1,6,3","1,6,3"
n3,百の位,7,7,MATCH,4,51,4,1.0,"6,9,0,7","6,9,7,0"
n3,百の位,8,7,MATCH,4,49,4,1.0,"9,2,3,8","9,2,3,8"
n3,百の位,9,7,MATCH,3,51,3,1.0,"2,4,9","2,4,9"
n3,百の位,0,8,MATCH,3,53,3,1.0,"6,8,9","9,6,8"
n3,百の位,1,8,MATCH,3,44,3,1.0,"0,5,8","0,5,8"
n3,百の位,2,8,MATCH,3,49,3,1.0,"3,7,8","3,7,8"
n3,百の位,3,8,MATCH,3,42,3,1.0,"6,9,5","9,6,5"
n3,百の位,4,8,MATCH,4,46,4,1.0,"3,5,6,9","3,5,6,9"
n3,百の位,5,8,PARTIAL_MATCH,3,56,2,0.6666666666666666,"9,1,3","9,1,2"
n3,百の位,6,8,MATCH,3,66,3,1.0,"2,4,7","2,4,7"
n3,百の位,7,8,MATCH,3,50,3,1.0,"3,2,7","3,2,7"
n3,百の位,8,8,MATCH,4,50,4,1.0,"6,4,5,8","6,4,5,8"
n3,百の位,9,8,MATCH,4,60,4,1.0,"9,8,1,4","9,8,1,4"
n3,百の位,0,9,MATCH,4,41,4,1.0,"4,1,2,3","4,1,2,3"
n3,百の位,1,9,MATCH,4,62,4,1.0,"3,2,1,9","3,2,1,9"
n3,百の位,2,9,MATCH,5,54,5,1.0,"2,4,3,6,9","2,4,3,6,9"
n3,百の位,3,9,MATCH,5,46,5,1.0,"4,6,1,3,5","4,6,1,3,5"
n3,百の位,4,9,MATCH,3,63,3,1.0,"4,7,9","4,7,9"
n3,百の位,5,9,MATCH,5,33,5,1.0,"4,0,1,3,8","4,0,1,3,8"
n3,百の位,6,9,MATCH,7,52,7,1.0,"0,5,3,4,6,7,9","0,5,3,4,6,7,9"
n3,百の位,7,9,MATCH,4,56,4,1.0,"1,2,4,5","1,2,4,5"
n3,百の位,8,9,MATCH,4,63,4,1.0,"6,7,0,5","6,7,0,5"
n3,百の位,9,9,MATCH,3,57,3,1.0,"1,5,3","1,5,3"
n3,十の位,0,0,MATCH,6,60,6,1.0,"7,0,3,4,5,8","7,0,3,4,5,8"
n3,十の位,1,0,MATCH,3,47,3,1.0,"0,6,7","0,6,7"
n3,十の位,2,0,MATCH,4,50,4,1.0,"0,2,5,8","0,2,5,8"
n3,十の位,3,0,MATCH,3,56,3,1.0,"4,5,9","4,5,9"
n3,十の位,4,0,MATCH,4,56,4,1.0,"1,7,3,9","1,7,3,9"
n3,十の位,5,0,MATCH,3,49,3,1.0,"9,3,2","9,3,2"
n3,十の位,6,0,MATCH,3,50,3,1.0,"7,6,9","7,6,9"
n3,十の位,7,0,MATCH,3,53,3,1.0,"8,7,3","8,7,3"
n3,十の位,8,0,MATCH,3,60,3,1.0,"7,0,9","7,0,9"
n3,十の位,9,0,MATCH,4,46,4,1.0,"3,0,6,8","3,0,6,8"
n3,十の位,0,1,MATCH,4,57,4,1.0,"7,8,3,4","7,8,3,4"
n3,十の位,1,1,MATCH,3,54,3,1.0,"3,5,7","3,5,7"
n3,十の位,2,1,MATCH,4,56,4,1.0,"9,0,5,7","9,0,5,7"
n3,十の位,3,1,MATCH,4,43,4,1.0,"6,7,0,2","6,7,0,2"
n3,十の位,4,1,MATCH,3,39,3,1.0,"4,2,7","4,2,7"
n3,十の位,5,1,MATCH,3,54,3,1.0,"8,4,2","8,4,2"
n3,十の位,6,1,MATCH,3,42,3,1.0,"0,6,7","0,6,7"
n3,十の位,7,1,MATCH,3,55,3,1.0,"0,7,9","0,7,9"
n3,十の位,8,1,MATCH,3,49,3,1.0,"7,1,4","1,7,4"
n3,十の位,9,1,MATCH,4,44,4,1.0,"2,4,5,9","2,4,5,9"
n3,十の位,0,2,MATCH,4,42,4,1.0,"8,4,2,5","8,4,2,5"
n3,十の位,1,2,MATCH,3,39,3,1.0,"0,1,9","0,1,9"
n3,十の位,2,2,MATCH,6,45,6,1.0,"8,0,4,6,7,9","8,0,4,6,7,9"
n3,十の位,3,2,MATCH,3,41,3,1.0,"9,3,1","9,3,1"
n3,十の位,4,2,MATCH,3,51,3,1.0,"0,9,4","0,9,4"
n3,十の位,5,2,MATCH,4,52,4,1.0,"8,2,0,7","8,2,0,7"
n3,十の位,6,2,MATCH,4,62,4,1.0,"5,7,4,8","5,7,4,8"
n3,十の位,7,2,MATCH,4,51,4,1.0,"1,4,2,6","1,4,2,6"
n3,十の位,8,2,MATCH,4,53,4,1.0,"6,5,0,1","6,5,0,1"
n3,十の位,9,2,MATCH,4,60,4,1.0,"5,2,1,8","2,5,1,8"
n3,十の位,0,3,MATCH,3,48,3,1.0,"0,8,9","0,8,9"
n3,十の位,1,3,MATCH,6,52,6,1.0,"2,5,0,4,6,9","2,5,0,4,6,9"
n3,十の位,2,3,MATCH,3,48,3,1.0,"6,3,8","6,3,8"
n3,十の位,3,3,MATCH,4,50,4,1.0,"4,9,0,2","9,4,0,2"
n3,十の位,4,3,MATCH,4,60,4,1.0,"4,9,0,3","4,9,0,3"
n3,十の位,5,3,MATCH,3,43,3,1.0,"5,9,6","5,9,6"
n3,十の位,6,3,MATCH,5,48,5,1.0,"6,0,1,2,3","6,0,1,2,3"
n3,十の位,7,3,MATCH,4,52,4,1.0,"8,2,4,7","8,2,4,7"
n3,十の位,8,3,MATCH,4,40,4,1.0,"2,5,7,9","2,5,7,9"
n3,十の位,9,3,MATCH,3,63,3,1.0,"3,4,1","3,4,1"
n3,十の位,0,4,MATCH,4,53,4,1.0,"4,5,3,6","4,5,3,6"
n3,十の位,1,4,MATCH,4,41,4,1.0,"2,7,0,5","2,7,5,0"
n3,十の位,2,4,MATCH,4,54,4,1.0,"7,2,5,9","7,2,5,9"
n3,十の位,3,4,MATCH,4,57,4,1.0,"3,9,2,6","3,9,2,6"
n3,十の位,4,4,MATCH,5,59,5,1.0,"7,9,0,2,6","7,9,0,2,6"
n3,十の位,5,4,MATCH,6,46,6,1.0,"3,8,0,4,6,9","3,8,0,4,6,9"
n3,十の位,6,4,PARTIAL_MATCH,3,53,2,0.6666666666666666,"2,7,8","2,3,7"
n3,十の位,7,4,MATCH,3,60,3,1.0,"4,5,8","4,5,8"
n3,十の位,8,4,MATCH,6,42,6,1.0,"2,5,3,4,6,7","2,5,3,4,6,7"
n3,十の位,9,4,MATCH,3,63,3,1.0,"3,0,8","3,0,8"
n3,十の位,0,5,MATCH,3,54,3,1.0,"8,0,7","8,0,7"
n3,十の位,1,5,MATCH,3,50,3,1.0,"6,1,7","6,1,7"
n3,十の位,2,5,MATCH,3,45,3,1.0,"2,6,8","2,6,8"
n3,十の位,3,5,PARTIAL_MATCH,3,51,2,0.6666666666666666,"9,3,5","9,5,0"
n3,十の位,4,5,MATCH,4,57,4,1.0,"1,4,8,9","1,4,8,9"
n3,十の位,5,5,MATCH,3,46,3,1.0,"0,1,4","0,1,4"
n3,十の位,6,5,MATCH,6,38,6,1.0,"3,1,0,2,8,9","3,1,0,2,8,9"
n3,十の位,7,5,MATCH,6,35,6,1.0,"3,6,1,2,4,9","3,6,1,2,4,9"
n3,十の位,8,5,MATCH,3,53,3,1.0,"4,0,2","4,0,2"
n3,十の位,9,5,MATCH,3,61,3,1.0,"5,3,8","5,3,8"
n3,十の位,0,6,MATCH,4,51,4,1.0,"1,3,7,9","1,3,7,9"
n3,十の位,1,6,MATCH,5,48,5,1.0,"1,8,0,2,9","1,8,0,2,9"
n3,十の位,2,6,MATCH,3,50,3,1.0,"6,4,7","6,4,7"
n3,十の位,3,6,MATCH,3,45,3,1.0,"1,9,4","1,9,4"
n3,十の位,4,6,MATCH,3,45,3,1.0,"1,2,3","1,2,3"
n3,十の位,5,6,MATCH,3,46,3,1.0,"6,3,5","6,3,5"
n3,十の位,6,6,MATCH,3,53,3,1.0,"5,7,0","5,0,7"
n3,十の位,7,6,MATCH,3,62,3,1.0,"6,4,8","6,4,8"
n3,十の位,8,6,MATCH,3,40,3,1.0,"0,1,8","0,1,8"
n3,十の位,9,6,MATCH,3,44,3,1.0,"4,9,0","4,9,0"
n3,十の位,0,7,MATCH,3,55,3,1.0,"4,2,1","4,2,1"
n3,十の位,1,7,MATCH,4,54,4,1.0,"1,5,7,8","1,5,7,8"
n3,十の位,2,7,MATCH,3,49,3,1.0,"1,4,7","1,4,7"
n3,十の位,3,7,MATCH,4,54,4,1.0,"9,4,3,7","4,9,3,7"
n3,十の位,4,7,MATCH,4,59,4,1.0,"3,7,0,8","3,7,0,8"
n3,十の位,5,7,PARTIAL_MATCH,3,43,2,0.6666666666666666,"7,1,4","7,1,0"
n3,十の位,6,7,MATCH,3,50,3,1.0,"4,5,2","4,5,2"
n3,十の位,7,7,PARTIAL_MATCH,4,49,3,0.75,"3,0,1,9","3,0,1,2"
n3,十の位,8,7,MATCH,3,52,3,1.0,"6,1,3","6,1,3"
n3,十の位,9,7,MATCH,3,46,3,1.0,"8,5,9","8,5,9"
n3,十の位,0,8,MATCH,5,54,5,1.0,"6,5,0,2,3","6,5,0,2,3"
n3,十の位,1,8,MATCH,3,56,3,1.0,"7,1,2","7,1,2"
n3,十の位,2,8,MATCH,3,47,3,1.0,"2,6,9","2,6,9"
n3,十の位,3,8,MATCH,3,46,3,1.0,"0,1,7","0,1,7"
n3,十の位,4,8,MATCH,5,48,5,1.0,"6,4,2,5,7","6,4,2,5,7"
n3,十の位,5,8,MATCH,3,51,3,1.0,"1,4,8","1,4,8"
n3,十の位,6,8,MATCH,4,49,4,1.0,"7,1,4,6","7,1,4,6"
n3,十の位,7,8,MATCH,5,59,5,1.0,"4,0,3,5,6","4,0,3,5,6"
n3,十の位,8,8,MATCH,3,39,3,1.0,"7,1,0","7,1,0"
n3,十の位,9,8,MATCH,4,33,4,1.0,"1,2,5,7","1,2,5,7"
n3,十の位,0,9,MATCH,6,53,6,1.0,"0,1,2,3,6,9","0,1,2,3,6,9"
n3,十の位,1,9,MATCH,3,52,3,1.0,"0,5,3","0,5,3"
n3,十の位,2,9,MATCH,3,52,3,1.0,"8,9,6","8,6,9"
n3,十の位,3,9,MATCH,3,61,3,1.0,"1,5,7","1,5,7"
n3,十の位,4,9,PARTIAL_MATCH,3,54,2,0.6666666666666666,"2,5,9","2,5,6"
n3,十の位,5,9,MATCH,4,60,4,1.0,"9,4,0,5","9,4,0,5"
n3,十の位,6,9,MATCH,3,39,3,1.0,"0,1,9","0,1,9"
n3,十の位,7,9,MATCH,5,35,5,1.0,"1,0,3,5,9","1,0,3,5,9"
n3,十の位,8,9,MATCH,4,54,4,1.0,"7,2,5,9","7,2,5,9"
n3,十の位,9,9,MATCH,5,52,5,1.0,"2,3,0,8,9","2,3,0,8,9"
n3,一の位,0,0,MATCH,5,52,5,1.0,"9,0,1,4,5","9,0,1,4,5"
n3,一の位,1,0,MATCH,4,54,4,1.0,"5,3,7,9","5,3,7,9"
n3,一の位,2,0,MATCH,5,41,5,1.0,"1,5,3,6,8","1,5,3,6,8"
n3,一の位,3,0,MATCH,3,35,3,1.0,"8,3,9","8,3,9"
n3,一の位,4,0,MATCH,3,57,3,1.0,"4,7,2","4,7,2"
n3,一の位,5,0,PARTIAL_MATCH,4,53,3,0.75,"4,0,7,8","4,0,7,3"
n3,一の位,6,0,PARTIAL_MATCH,3,47,2,0.6666666666666666,"3,8,9","3,9,0"
n3,一の位,7,0,MATCH,3,37,3,1.0,"7,3,6","7,3,6"
n3,一の位,8,0,MATCH,3,55,3,1.0,"2,4,0","2,4,0"
n3,一の位,9,0,MATCH,4,63,4,1.0,"2,7,0,9","2,7,0,9"
n3,一の位,0,1,PARTIAL_MATCH,3,57,2,0.6666666666666666,"5,4,8","5,4,0"
n3,一の位,1,1,MATCH,3,45,3,1.0,"4,7,8","4,7,8"
n3,一の位,2,1,MATCH,4,57,4,1.0,"8,1,4,7","8,1,4,7"
n3,一の位,3,1,MATCH,6,49,6,1.0,"0,2,5,6,7,8","0,2,5,6,7,8"
n3,一の位,4,1,MATCH,3,43,3,1.0,"8,3,7","8,3,7"
n3,一の位,5,1,MATCH,3,65,3,1.0,"3,9,1","3,9,1"
n3,一の位,6,1,MATCH,5,44,4,0.8,"6,7,0,7,5","6,7,0,5,3"
n3,一の位,7,1,MATCH,3,55,3,1.0,"0,1,7","0,1,7"
n3,一の位,8,1,MATCH,3,55,3,1.0,"1,9,6","1,9,6"
n3,一の位,9,1,MATCH,6,45,6,1.0,"6,5,1,3,7,8","6,5,1,3,7,8"
n3,一の位,0,2,MATCH,5,50,5,1.0,"2,3,4,8,9","2,3,4,8,9"
n3,一の位,1,2,MATCH,4,74,4,1.0,"5,9,0,2","5,9,0,2"
n3,一の位,2,2,MATCH,3,42,3,1.0,"2,6,8","2,6,8"
n3,一の位,3,2,MATCH,5,54,5,1.0,"1,7,0,2,4","1,7,0,2,4"
n3,一の位,4,2,MATCH,3,47,3,1.0,"5,4,8","5,4,8"
n3,一の位,5,2,MATCH,3,47,3,1.0,"2,9,0","2,9,0"
n3,一の位,6,2,PARTIAL_MATCH,5,46,4,0.8,"2,0,4,5,6","2,0,4,5,1"
n3,一の位,7,2,MATCH,5,52,5,1.0,"6,9,0,2,4","6,9,2,4,0"
n3,一の位,8,2,MATCH,4,55,4,1.0,"3,0,1,9","3,0,1,9"
